0,	0,	0.991929
0,	1,	0.999645
0,	2,	0.996243
0,	3,	1.00498
0,	4,	1.0033
0,	5,	1.00057
0,	6,	1.00023
0,	7,	1.00575
0,	8,	1.00215
0,	9,	0.995222
0,	10,	0.999525
0,	11,	0.997433
0,	12,	0.997789
0,	13,	0.995217
0,	14,	0.997757
0,	15,	0.996065
0,	16,	1.00134
0,	17,	0.997147
0,	18,	0.999231
0,	19,	1.00068
0,	20,	1.0037
0,	21,	0.998249
0,	22,	1.00215
0,	23,	1.00394
0,	24,	1.00246
0,	25,	0.999549
0,	26,	1.00465
0,	27,	1.00362
0,	28,	1.00093
0,	29,	1.00155
0,	30,	1.00561
0,	31,	1.00155
0,	32,	1.00093
0,	33,	1.00362
0,	34,	1.00465
0,	35,	0.999549
0,	36,	1.00246
0,	37,	1.00394
0,	38,	1.00215
0,	39,	0.998249
0,	40,	1.0037
0,	41,	1.00068
0,	42,	0.999231
0,	43,	0.997147
0,	44,	1.00134
0,	45,	0.996065
0,	46,	0.997757
0,	47,	0.995217
0,	48,	0.997789
0,	49,	0.997433
0,	50,	0.999525
0,	51,	0.995222
0,	52,	1.00215
0,	53,	1.00575
0,	54,	1.00023
0,	55,	1.00057
0,	56,	1.0033
0,	57,	1.00498
0,	58,	0.996243
0,	59,	0.999645
0,	60,	0.991929
0,	61,	1.00277
0,	62,	1.00625
0,	63,	0.998434
0,	64,	0.995891
0,	65,	0.999045
0,	66,	0.996793
0,	67,	1.00492
0,	68,	1.00208
0,	69,	0.997614
0,	70,	1.00542
0,	71,	1.00244
0,	72,	1.00417
0,	73,	1.00124
0,	74,	0.996545
0,	75,	0.997401
0,	76,	1.00124
0,	77,	1.00123
0,	78,	1.00154
0,	79,	0.996602
0,	80,	0.993608
0,	81,	0.993608
0,	82,	0.996602
0,	83,	1.00154
0,	84,	1.00123
0,	85,	1.00124
0,	86,	0.997401
0,	87,	0.996545
0,	88,	1.00124
0,	89,	1.00417
0,	90,	1.00244
0,	91,	1.00542
0,	92,	0.997614
0,	93,	1.00208
0,	94,	1.00492
0,	95,	0.996793
0,	96,	0.999045
0,	97,	0.995891
0,	98,	0.998434
0,	99,	1.00625
0,	100,	1.00277
1,	0,	0.999645
1,	1,	0.999701
1,	2,	1.00101
1,	3,	1.00005
1,	4,	0.996549
1,	5,	1.00033
1,	6,	0.997652
1,	7,	1.00047
1,	8,	1.00024
1,	9,	0.996236
1,	10,	1.00283
1,	11,	0.999564
1,	12,	1.00187
1,	13,	0.998305
1,	14,	1.00292
1,	15,	1.00098
1,	16,	1.00044
1,	17,	1.00184
1,	18,	0.99949
1,	19,	1.00257
1,	20,	0.999886
1,	21,	1.00085
1,	22,	0.999309
1,	23,	1.0022
1,	24,	0.999595
1,	25,	0.998918
1,	26,	1.00112
1,	27,	1.00062
1,	28,	0.998998
1,	29,	0.999057
1,	30,	1.00201
1,	31,	0.999057
1,	32,	0.998998
1,	33,	1.00062
1,	34,	1.00112
1,	35,	0.998918
1,	36,	0.999595
1,	37,	1.0022
1,	38,	0.999309
1,	39,	1.00085
1,	40,	0.999886
1,	41,	1.00257
1,	42,	0.99949
1,	43,	1.00184
1,	44,	1.00044
1,	45,	1.00098
1,	46,	1.00292
1,	47,	0.998305
1,	48,	1.00187
1,	49,	0.999564
1,	50,	1.00283
1,	51,	0.996236
1,	52,	1.00024
1,	53,	1.00047
1,	54,	0.997652
1,	55,	1.00033
1,	56,	0.996549
1,	57,	1.00005
1,	58,	1.00101
1,	59,	0.999701
1,	60,	0.999645
1,	61,	0.998789
1,	62,	1.00331
1,	63,	1.00067
1,	64,	1.00224
1,	65,	0.999565
1,	66,	0.997497
1,	67,	1.00084
1,	68,	0.997606
1,	69,	0.995756
1,	70,	0.998245
1,	71,	0.994965
1,	72,	1.00275
1,	73,	1.00476
1,	74,	1.00269
1,	75,	1.00638
1,	76,	0.999403
1,	77,	1.00108
1,	78,	1.00021
1,	79,	0.997903
1,	80,	0.998784
1,	81,	0.998784
1,	82,	0.997903
1,	83,	1.00021
1,	84,	1.00108
1,	85,	0.999403
1,	86,	1.00638
1,	87,	1.00269
1,	88,	1.00476
1,	89,	1.00275
1,	90,	0.994965
1,	91,	0.998245
1,	92,	0.995756
1,	93,	0.997606
1,	94,	1.00084
1,	95,	0.997497
1,	96,	0.999565
1,	97,	1.00224
1,	98,	1.00067
1,	99,	1.00331
1,	100,	0.998789
2,	0,	0.996243
2,	1,	1.00101
2,	2,	1.00926
2,	3,	0.99901
2,	4,	0.998348
2,	5,	1.00071
2,	6,	1.00078
2,	7,	0.999106
2,	8,	0.999689
2,	9,	0.995144
2,	10,	1.0023
2,	11,	1.00388
2,	12,	0.998623
2,	13,	0.997822
2,	14,	1.00588
2,	15,	1.0019
2,	16,	0.997109
2,	17,	1.0012
2,	18,	1.0018
2,	19,	0.999149
2,	20,	0.99674
2,	21,	1.00117
2,	22,	0.996904
2,	23,	0.999864
2,	24,	0.995817
2,	25,	1.00005
2,	26,	0.995748
2,	27,	1.00064
2,	28,	0.994638
2,	29,	1.00011
2,	30,	0.996045
2,	31,	1.00011
2,	32,	0.994638
2,	33,	1.00064
