0,	0,	0.997812
0,	1,	0.994557
0,	2,	0.998893
0,	3,	0.998045
0,	4,	0.999296
0,	5,	1.00085
0,	6,	0.99864
0,	7,	0.999481
0,	8,	1.00242
0,	9,	0.995934
0,	10,	1.00393
0,	11,	0.999495
0,	12,	1.00075
0,	13,	1.00243
0,	14,	0.997201
0,	15,	1.00109
0,	16,	0.995763
0,	17,	1.00055
0,	18,	0.996185
0,	19,	0.999529
0,	20,	0.998571
0,	21,	1.00221
0,	22,	0.999832
0,	23,	0.999712
0,	24,	0.997245
0,	25,	0.999904
0,	26,	0.999476
0,	27,	0.998714
0,	28,	0.998943
0,	29,	1.00221
0,	30,	0.999483
0,	31,	1.00221
0,	32,	0.998943
0,	33,	0.998714
0,	34,	0.999476
0,	35,	0.999904
0,	36,	0.997245
0,	37,	0.999712
0,	38,	0.999832
0,	39,	1.00221
0,	40,	0.998571
0,	41,	0.999529
0,	42,	0.996185
0,	43,	1.00055
0,	44,	0.995763
0,	45,	1.00109
0,	46,	0.997201
0,	47,	1.00243
0,	48,	1.00075
0,	49,	0.999495
0,	50,	1.00393
0,	51,	0.995934
0,	52,	1.00242
0,	53,	0.999481
0,	54,	0.99864
0,	55,	1.00085
0,	56,	0.999296
0,	57,	0.998045
0,	58,	0.998893
0,	59,	0.994557
0,	60,	0.997812
0,	61,	0.999731
0,	62,	0.999953
0,	63,	1.00428
0,	64,	0.999956
0,	65,	1.00101
0,	66,	1.00411
0,	67,	1.00447
0,	68,	1.00136
0,	69,	0.999534
0,	70,	0.996831
0,	71,	0.998446
0,	72,	1.00198
0,	73,	1.00137
0,	74,	1.00077
0,	75,	0.999706
0,	76,	0.998984
0,	77,	0.997911
0,	78,	1.00148
0,	79,	0.99874
0,	80,	0.998361
0,	81,	0.998361
0,	82,	0.99874
0,	83,	1.00148
0,	84,	0.997911
0,	85,	0.998984
0,	86,	0.999706
0,	87,	1.00077
0,	88,	1.00137
0,	89,	1.00198
0,	90,	0.998446
0,	91,	0.996831
0,	92,	0.999534
0,	93,	1.00136
0,	94,	1.00447
0,	95,	1.00411
0,	96,	1.00101
0,	97,	0.999956
0,	98,	1.00428
0,	99,	0.999953
0,	100,	0.999731
1,	0,	0.994557
1,	1,	0.998498
1,	2,	0.996713
1,	3,	0.996668
1,	4,	1.00172
1,	5,	0.995858
1,	6,	1.00193
1,	7,	0.997336
1,	8,	1.00345
1,	9,	0.998948
1,	10,	1.00252
1,	11,	1.00049
1,	12,	0.999909
1,	13,	1.00021
1,	14,	0.997412
1,	15,	0.998561
1,	16,	0.996046
1,	17,	1.0009
1,	18,	0.997249
1,	19,	0.999235
1,	20,	0.998791
1,	21,	0.998695
1,	22,	1.00111
1,	23,	1.00073
1,	24,	1.00057
1,	25,	1.0039
1,	26,	1.00068
1,	27,	0.999846
1,	28,	0.996219
1,	29,	0.995059
1,	30,	0.993933
1,	31,	0.995059
1,	32,	0.996219
1,	33,	0.999846
1,	34,	1.00068
1,	35,	1.0039
1,	36,	1.00057
1,	37,	1.00073
1,	38,	1.00111
1,	39,	0.998695
1,	40,	0.998791
1,	41,	0.999235
1,	42,	0.997249
1,	43,	1.0009
1,	44,	0.996046
1,	45,	0.998561
1,	46,	0.997412
1,	47,	1.00021
1,	48,	0.999909
1,	49,	1.00049
1,	50,	1.00252
1,	51,	0.998948
1,	52,	1.00345
1,	53,	0.997336
1,	54,	1.00193
1,	55,	0.995858
1,	56,	1.00172
1,	57,	0.996668
1,	58,	0.996713
1,	59,	0.998498
1,	60,	0.994557
1,	61,	1.00142
1,	62,	0.99619
1,	63,	1.00492
1,	64,	0.997965
1,	65,	1.00267
1,	66,	1.00011
1,	67,	1.00469
1,	68,	1.00196
1,	69,	1.00388
1,	70,	1.00161
1,	71,	1.0012
1,	72,	1.00091
1,	73,	1.0002
1,	74,	1.00175
1,	75,	1.00064
1,	76,	0.998517
1,	77,	0.996297
1,	78,	0.997218
1,	79,	1.00018
1,	80,	1.00122
1,	81,	1.00122
1,	82,	1.00018
1,	83,	0.997218
1,	84,	0.996297
1,	85,	0.998517
1,	86,	1.00064
1,	87,	1.00175
1,	88,	1.0002
1,	89,	1.00091
1,	90,	1.0012
1,	91,	1.00161
1,	92,	1.00388
1,	93,	1.00196
1,	94,	1.00469
1,	95,	1.00011
1,	96,	1.00267
1,	97,	0.997965
1,	98,	1.00492
1,	99,	0.99619
1,	100,	1.00142
2,	0,	0.998893
2,	1,	0.996713
2,	2,	1.0034
2,	3,	1.00009
2,	4,	1.00303
2,	5,	0.999702
2,	6,	1.0004
2,	7,	1.00002
2,	8,	1.00475
2,	9,	1.00012
2,	10,	1.0046
2,	11,	1.00212
2,	12,	1.00217
2,	13,	1.00299
2,	14,	1.00098
2,	15,	1.00025
2,	16,	1.00075
2,	17,	1.00004
2,	18,	0.997664
2,	19,	0.998449
2,	20,	0.998132
2,	21,	1.0015
2,	22,	1.00171
2,	23,	1.00159
2,	24,	1.0027
2,	25,	1.00267
2,	26,	1.00386
2,	27,	1.00015
2,	28,	0.996932
2,	29,	1.00096
2,	30,	0.994349
2,	31,	1.00096
2,	32,	0.996932
2,	33,	1.00015
2,	34,	1.00386
2,	35,	1.00267
2,	36,	1.0027
2,	37,	1.00159
2,	38,	1.00171
2,	39,	1.0015
2,	40,	0.998132
2,	41,	0.998449
2,	42,	0.997664
2,	43,	1.00004
2,	44,	1.00075
2,	45,	1.00025
2,	46,	1.00098
2,	47,	1.00299
2,	48,	1.00217
2,	49,	1.00212
2,	50,	1.0046
2,	51,	1.00012
2,	52,	1.00475
2,	53,	1.00002
2,	54,	1.0004
2,	55,	0.999702
2,	56,	1.00303
2,	57,	1.00009
2,	58,	1.0034
2,	59,	0.996713
2,	60,	0.998893
2,	61,	0.999149
2,	62,	1.00151
2,	63,	1.00253
2,	64,	1.00304
2,	65,	0.997183
2,	66,	1.00318
2,	67,	0.997715
2,	68,	0.999794
2,	69,	0.995523
2,	70,	0.997478
2,	71,	0.996469
2,	72,	1.00167
2,	73,	0.998618
2,	74,	1.00095
2,	75,	0.998292
2,	76,	1.00134
2,	77,	0.998379
2,	78,	1.0036
2,	79,	0.998361
2,	80,	0.999232
2,	81,	0.999232
2,	82,	0.998361
2,	83,	1.0036
2,	84,	0.998379
2,	85,	1.00134
2,	86,	0.998292
2,	87,	1.00095
2,	88,	0.998618
2,	89,	1.00167
2,	90,	0.996469
2,	91,	0.997478
2,	92,	0.995523
2,	93,	0.999794
2,	94,	0.997715
2,	95,	1.00318
2,	96,	0.997183
2,	97,	1.00304
2,	98,	1.00253
2,	99,	1.00151
2,	100,	0.999149
3,	0,	0.998045
3,	1,	0.996668
3,	2,	1.00009
3,	3,	0.996997
3,	4,	1.00238
3,	5,	0.996695
3,	6,	1.00123
3,	7,	0.998693
3,	8,	1.00193
3,	9,	1.00095
3,	10,	1.00048
3,	11,	1.00001
3,	12,	0.999599
3,	13,	1.0005
3,	14,	1.001
3,	15,	1.0014
3,	16,	1.00131
3,	17,	1.00192
3,	18,	0.99999
3,	19,	0.999408
3,	20,	0.998397
3,	21,	0.997301
3,	22,	0.999704
3,	23,	0.999121
3,	24,	1.00136
3,	25,	1.00302
3,	26,	1.00066
3,	27,	1.00176
3,	28,	0.997061
3,	29,	0.997814
3,	30,	0.99511
3,	31,	0.997814
3,	32,	0.997061
3,	33,	1.00176
3,	34,	1.00066
3,	35,	1.00302
3,	36,	1.00136
3,	37,	0.999121
3,	38,	0.999704
3,	39,	0.997301
3,	40,	0.998397
3,	41,	0.999408
3,	42,	0.99999
3,	43,	1.00192
3,	44,	1.00131
3,	45,	1.0014
3,	46,	1.001
3,	47,	1.0005
3,	48,	0.999599
3,	49,	1.00001
3,	50,	1.00048
3,	51,	1.00095
3,	52,	1.00193
3,	53,	0.998693
3,	54,	1.00123
3,	55,	0.996695
3,	56,	1.00238
3,	57,	0.996997
3,	58,	1.00009
3,	59,	0.996668
3,	60,	0.998045
3,	61,	1.00048
3,	62,	1.00066
3,	63,	1.00326
3,	64,	1.00078
3,	65,	1.00008
3,	66,	0.999328
3,	67,	0.998429
3,	68,	1.00109
3,	69,	1.00126
3,	70,	1.00223
3,	71,	1.0013
3,	72,	0.999543
3,	73,	0.999425
3,	74,	0.999618
3,	75,	1.00024
3,	76,	0.999687
3,	77,	0.999645
3,	78,	0.998746
3,	79,	1.00156
3,	80,	1.00194
3,	81,	1.00194
3,	82,	1.00156
3,	83,	0.998746
3,	84,	0.999645
3,	85,	0.999687
3,	86,	1.00024
3,	87,	0.999618
3,	88,	0.999425
3,	89,	0.999543
3,	90,	1.0013
3,	91,	1.00223
3,	92,	1.00126
3,	93,	1.00109
3,	94,	0.998429
3,	95,	0.999328
3,	96,	1.00008
3,	97,	1.00078
3,	98,	1.00326
3,	99,	1.00066
3,	100,	1.00048
4,	0,	0.999296
4,	1,	1.00172
4,	2,	1.00303
4,	3,	1.00238
4,	4,	0.999115
4,	5,	0.998786
4,	6,	0.99736
4,	7,	0.999399
4,	8,	1.00133
